Coupon_id,early_prob,mid_prob,late_prob
8142,0.25,0.0,0.75
11028,0.3214,0.25,0.4286
8516,0.0,0.0,1.0
2596,0.125,0.0,0.875
2821,0.0,0.5,0.5
959,1.0,0.0,0.0
4373,0.2857,0.381,0.3333
2840,0.2059,0.4706,0.3235
9469,0.25,0.625,0.125
13291,0.25,0.0,0.75
10838,0.0,0.5,0.5
12034,0.4632,0.2326,0.3042
466,0.2798,0.0,0.7202
1141,0.5217,0.4348,0.0435
8641,0.4286,0.0,0.5714
8777,0.3043,0.0,0.6957
4829,0.1429,0.0,0.8571
11197,0.2149,0.3388,0.4463
11263,0.0,0.0,1.0
13665,0.0833,0.0,0.9167
6929,0.1818,0.2727,0.5455
5662,0.0,1.0,0.0
9001,0.0,1.0,0.0
5701,0.1667,0.5,0.3333
4389,0.0,0.0,1.0
13235,0.0,0.0,1.0
11809,0.0,1.0,0.0
107,0.0,1.0,0.0
11077,0.0,1.0,0.0
2396,0.5,0.0,0.5
12741,0.2254,0.0,0.7746
2640,1.0,0.0,0.0
928,1.0,0.0,0.0
13326,0.0,0.0,1.0
1645,0.0,0.0,1.0
5619,0.4847,0.2331,0.2822
9822,0.5,0.0,0.5
4242,0.3333,0.3333,0.3333
6917,0.0,0.0,1.0
11131,0.1667,0.0,0.8333
7562,0.1111,0.6667,0.2222
8161,0.2,0.4,0.4
9735,0.0,0.6667,0.3333
11057,0.0,0.8824,0.1176
9561,0.3571,0.2857,0.3571
5647,0.0,0.25,0.75
8810,0.5,0.0,0.5
5686,0.2513,0.0,0.7487
8098,1.0,0.0,0.0
179,0.4286,0.1429,0.4286
7786,0.0,0.0,1.0
6577,0.0,0.0,1.0
12443,0.4,0.0,0.6
3904,1.0,0.0,0.0
1593,0.6364,0.0909,0.2727
1579,0.2045,0.0,0.7955
13368,0.8,0.0,0.2
7966,0.1429,0.0,0.8571
826,0.0,1.0,0.0
3195,1.0,0.0,0.0
10354,0.3333,0.6667,0.0
6864,0.1111,0.5556,0.3333
4438,0.5,0.5,0.0
8591,0.0,1.0,0.0
8461,0.2941,0.4118,0.2941
12349,0.2326,0.3721,0.3953
1006,0.0,0.5,0.5
12854,1.0,0.0,0.0
9006,1.0,0.0,0.0
11229,0.0,0.0,1.0
2210,0.0,0.0,1.0
13754,0.4,0.0,0.6
2601,0.3636,0.3636,0.2727
11183,0.05,0.0,0.95
10528,0.125,0.625,0.25
10522,0.3333,0.3333,0.3333
633,1.0,0.0,0.0
3558,0.0,0.0,1.0
8052,0.3333,0.1667,0.5
3811,0.3965,0.0,0.6035
6188,0.5714,0.0,0.4286
7577,1.0,0.0,0.0
9072,0.0,0.25,0.75
14042,0.0,0.0,1.0
10773,0.5,0.5,0.0
4877,0.0,0.0,1.0
11540,0.3235,0.4412,0.2353
12462,0.38,0.3467,0.2733
8943,0.6,0.0,0.4
1022,1.0,0.0,0.0
6151,0.0,1.0,0.0
4330,0.0,0.5,0.5
10978,1.0,0.0,0.0
2705,0.3816,0.2657,0.3527
100,0.0,0.0,1.0
2902,0.3438,0.3125,0.3438
5556,0.3333,0.3333,0.3333
4752,0.25,0.5833,0.1667
9604,0.0909,0.0,0.9091
9161,0.6667,0.3333,0.0
12585,0.4615,0.2308,0.3077
2098,0.0,0.6667,0.3333
912,0.8,0.0,0.2
6200,0.0,0.0,1.0
12500,1.0,0.0,0.0
1616,0.2,0.4,0.4
12927,0.0,0.5,0.5
5267,0.3118,0.0,0.6882
12283,1.0,0.0,0.0
10681,0.5,0.5,0.0
13113,0.3333,0.6667,0.0
13405,0.3793,0.4138,0.2069
13877,0.0,1.0,0.0
5384,0.0,0.0,1.0
5196,0.1154,0.0,0.8846
8642,1.0,0.0,0.0
7098,0.2222,0.4444,0.3333
3444,0.0,0.0,1.0
6509,0.0,1.0,0.0
5087,0.5,0.5,0.0
6461,0.224,0.0,0.776
1520,0.0,0.0,1.0
4140,0.0,0.3333,0.6667
1016,0.0,1.0,0.0
10946,0.0,0.0,1.0
2798,0.3333,0.3333,0.3333
2002,0.3889,0.4167,0.1944
11521,0.0,0.625,0.375
2649,1.0,0.0,0.0
12217,0.0667,0.0,0.9333
224,0.0,1.0,0.0
13042,0.8,0.0,0.2
2597,0.0,0.25,0.75
3002,1.0,0.0,0.0
13652,0.5,0.0,0.5
11116,0.0,0.25,0.75
5187,0.2,0.0,0.8
6556,0.0,0.0,1.0
1845,0.0,0.5,0.5
10055,1.0,0.0,0.0
7863,0.0,0.4,0.6
10996,0.3333,0.6667,0.0
10729,0.3333,0.1667,0.5
7542,0.1429,0.4286,0.4286
4107,0.1875,0.0,0.8125
12894,0.0,1.0,0.0
10164,0.4286,0.2857,0.2857
601,0.1429,0.5714,0.2857
3609,0.1667,0.3333,0.5
4014,0.0,1.0,0.0
17,0.26,0.27,0.47
3228,0.0,0.0,1.0
8834,1.0,0.0,0.0
6907,1.0,0.0,0.0
8020,0.1,0.0,0.9
4407,0.0,0.0,1.0
11204,0.0,0.0,1.0
4273,0.3333,0.5,0.1667
9390,0.4,0.4,0.2
9576,1.0,0.0,0.0
5756,0.0,0.6,0.4
1964,1.0,0.0,0.0
7597,0.125,0.0,0.875
6521,0.2211,0.4422,0.3367
7424,0.25,0.375,0.375
8942,0.0648,0.0,0.9352
4404,0.0,0.0,1.0
4640,0.5,0.1667,0.3333
3048,0.0,0.0,1.0
13251,1.0,0.0,0.0
3433,1.0,0.0,0.0
2221,0.0,0.0,1.0
13972,0.0,1.0,0.0
6881,0.0,1.0,0.0
12992,0.3571,0.2857,0.3571
4036,0.1429,0.0,0.8571
1108,0.0,0.0,1.0
4395,0.0,0.5,0.5
7534,0.2667,0.0,0.7333
9871,0.1854,0.3951,0.4195
11429,0.4,0.4,0.2
3038,0.1346,0.0,0.8654
10286,0.4211,0.4211,0.1579
10408,0.0,1.0,0.0
3987,0.5,0.0,0.5
2712,0.3333,0.6667,0.0
8925,0.1111,0.5556,0.3333
842,0.2222,0.0,0.7778
4552,0.1429,0.4286,0.4286
6338,0.0,0.0,1.0
11380,0.0,0.6667,0.3333
8343,0.0,0.5,0.5
7605,0.2,0.2,0.6
12374,0.4643,0.1429,0.3929
9944,0.0,1.0,0.0
5985,0.5556,0.4444,0.0
7149,0.0,1.0,0.0
3233,0.6667,0.0,0.3333
9839,0.0,0.6667,0.3333
12527,0.12,0.0,0.88
6972,0.0,0.4,0.6
7884,0.0,1.0,0.0
10042,0.3571,0.2857,0.3571
10610,0.2,0.0,0.8
5454,1.0,0.0,0.0
12966,0.0,0.0,1.0
7219,0.5,0.5,0.0
10820,0.0,0.0,1.0
1899,0.0,1.0,0.0
1114,0.375,0.2917,0.3333
13900,0.3333,0.0,0.6667
6064,0.0,1.0,0.0
7834,1.0,0.0,0.0
7153,0.4286,0.2857,0.2857
802,0.3636,0.3636,0.2727
9509,0.0,0.0,1.0
6373,0.3333,0.0,0.6667
4579,0.3333,0.0,0.6667
3193,0.25,0.25,0.5
3699,0.0,0.0,1.0
8003,0.6667,0.0,0.3333
9275,0.0,1.0,0.0
13683,0.0909,0.0,0.9091
11827,0.75,0.25,0.0
1404,0.5,0.5,0.0
2062,0.25,0.75,0.0
4314,0.0,0.3333,0.6667
4639,0.5,0.0,0.5
4232,0.4,0.6,0.0
9645,0.0,0.0,1.0
3160,0.325,0.375,0.3
5251,0.3158,0.2368,0.4474
13233,0.6,0.0,0.4
9568,0.0,0.5,0.5
2940,0.0,1.0,0.0
11168,0.2131,0.2623,0.5246
6813,0.0,0.0,1.0
7020,0.75,0.0,0.25
4058,0.0,0.5,0.5
7496,0.8889,0.1111,0.0
4226,0.0,1.0,0.0
9124,0.5,0.0,0.5
2516,0.2553,0.4043,0.3404
6262,0.3333,0.3333,0.3333
1668,0.0,0.5,0.5
935,0.4615,0.1538,0.3846
12080,0.2,0.0,0.8
4319,1.0,0.0,0.0
13414,0.25,0.5,0.25
5250,0.2031,0.6875,0.1094
1414,0.125,0.0,0.875
3962,1.0,0.0,0.0
5683,0.0,0.3333,0.6667
9226,0.5,0.25,0.25
4521,0.1667,0.25,0.5833
11051,0.5,0.0,0.5
753,0.2857,0.2857,0.4286
4713,0.2857,0.5714,0.1429
13118,0.5,0.5,0.0
1308,0.0,0.0,1.0
8692,0.25,0.0,0.75
9158,0.3333,0.6667,0.0
4635,0.3913,0.3043,0.3043
12961,0.3077,0.3077,0.3846
7305,0.0526,0.6842,0.2632
452,0.3,0.1,0.6
11275,0.3529,0.2353,0.4118
3995,0.0,0.0,1.0
6164,0.4286,0.0,0.5714
256,0.0,0.0,1.0
8998,0.0909,0.3636,0.5455
7816,0.0,0.0,1.0
4627,0.4309,0.3821,0.187
3563,0.2,0.45,0.35
8611,0.3333,0.6667,0.0
5838,0.0,0.0,1.0
5312,0.1667,0.0,0.8333
9020,0.2532,0.0,0.7468
678,0.0,0.5,0.5
11377,0.5,0.5,0.0
13771,1.0,0.0,0.0
7745,0.175,0.0,0.825
12331,0.0984,0.6066,0.2951
11637,0.2389,0.3833,0.3778
244,0.2,0.3,0.5
10201,0.5,0.5,0.0
3954,1.0,0.0,0.0
10405,0.3333,0.3333,0.3333
5555,0.0,0.6667,0.3333
229,0.375,0.375,0.25
9313,0.1765,0.0,0.8235
8923,0.4303,0.0667,0.503
1771,0.75,0.0,0.25
3713,0.1522,0.0,0.8478
6982,0.0,0.3333,0.6667
13167,1.0,0.0,0.0
6478,1.0,0.0,0.0
13924,0.0,0.0,1.0
6036,1.0,0.0,0.0
7847,0.4286,0.2857,0.2857
13510,0.0,0.3636,0.6364
6679,0.2,0.3333,0.4667
578,0.3333,0.3333,0.3333
3138,0.2143,0.4286,0.3571
11905,0.0,1.0,0.0
11946,0.0,0.0,1.0
9439,0.4,0.2,0.4
1358,0.3846,0.0,0.6154
5014,0.5,0.0,0.5
4128,0.1159,0.0,0.8841
8321,0.0,0.375,0.625
1656,0.0,0.0,1.0
8690,0.0,0.6667,0.3333
347,0.5,0.0,0.5
7133,0.6667,0.0,0.3333
13450,0.4314,0.2941,0.2745
10190,0.5,0.5,0.0
4871,0.0,1.0,0.0
6355,0.25,0.75,0.0
8476,0.0,1.0,0.0
13693,0.5,0.5,0.0
6054,0.3333,0.0,0.6667
8946,0.0,0.0,1.0
13294,0.0,0.0,1.0
8376,0.1034,0.0,0.8966
3780,0.0,0.6111,0.3889
2060,0.5,0.0,0.5
10766,0.0,0.0,1.0
3237,0.2109,0.1797,0.6094
12753,0.3043,0.2609,0.4348
8968,0.0,0.6667,0.3333
8940,0.5,0.0,0.5
7874,0.75,0.0,0.25
12809,0.0,0.0,1.0
2348,0.0,0.1818,0.8182
6239,1.0,0.0,0.0
319,0.0,0.0,1.0
12474,0.5571,0.0,0.4429
9589,0.0,0.5714,0.4286
2869,0.3333,0.2222,0.4444
2204,0.0,1.0,0.0
10322,0.0,0.0,1.0
10656,0.6,0.15,0.25
111,0.3509,0.2916,0.3575
1468,0.0,0.3929,0.6071
7445,0.0,1.0,0.0
3453,0.2222,0.0,0.7778
4115,0.2308,0.0,0.7692
1311,0.2308,0.3077,0.4615
2770,0.7143,0.1429,0.1429
13628,0.5,0.25,0.25
2080,1.0,0.0,0.0
13529,0.5714,0.1429,0.2857
8627,0.5,0.0,0.5
4003,0.0,0.0,1.0
2579,0.3333,0.0,0.6667
8528,0.5556,0.0,0.4444
11526,1.0,0.0,0.0
2851,0.1852,0.0,0.8148
12997,0.8333,0.1667,0.0
9495,0.4167,0.4167,0.1667
1069,0.2222,0.4444,0.3333
5247,0.4,0.2,0.4
7232,0.3143,0.0,0.6857
3164,0.0,0.5,0.5
3894,0.5,0.3333,0.1667
9821,0.0,0.0,1.0
8474,0.5714,0.4286,0.0
9759,0.4444,0.1111,0.4444
2728,0.1,0.0,0.9
12984,0.4474,0.2895,0.2632
7844,0.6,0.4,0.0
545,0.2727,0.4545,0.2727
9671,0.0,0.5,0.5
4773,0.3494,0.1599,0.4907
936,0.0,0.0,1.0
10216,0.5,0.0,0.5
6730,0.25,0.4167,0.3333
10065,0.0,0.5,0.5
9112,0.6,0.2,0.2
11958,0.4381,0.2762,0.2857
12141,0.5,0.0,0.5
4331,0.0,1.0,0.0
2468,0.5,0.0,0.5
10107,0.0714,0.9286,0.0
1432,0.5,0.25,0.25
9442,0.1667,0.0,0.8333
2428,0.5,0.5,0.0
1683,0.2857,0.0,0.7143
13969,0.3333,0.3333,0.3333
1839,0.0,0.0,1.0
5300,0.4688,0.4063,0.125
6044,0.5,0.5,0.0
13527,0.6667,0.1667,0.1667
11372,1.0,0.0,0.0
3495,0.4118,0.4706,0.1176
11317,0.0,1.0,0.0
3880,0.2857,0.3571,0.3571
3079,1.0,0.0,0.0
6725,1.0,0.0,0.0
1627,0.4,0.2,0.4
1461,0.3333,0.0,0.6667
13511,0.1667,0.0,0.8333
7308,0.0625,0.0,0.9375
7142,0.6667,0.0,0.3333
582,0.0,1.0,0.0
12820,0.0,0.75,0.25
11570,0.2308,0.6923,0.0769
9126,0.5714,0.2857,0.1429
11720,0.6333,0.2,0.1667
6995,0.0,0.3333,0.6667
1315,0.5,0.25,0.25
1465,0.0,1.0,0.0
7917,0.3333,0.5,0.1667
13324,0.2,0.6,0.2
12414,0.5,0.5,0.0
4655,0.3438,0.1875,0.4688
2482,0.6667,0.0,0.3333
5435,0.4,0.2667,0.3333
10028,0.1,0.5,0.4
5648,0.0,0.0,1.0
11210,0.2,0.0,0.8
4746,1.0,0.0,0.0
190,0.6515,0.1364,0.2121
7132,0.3036,0.3214,0.375
13285,0.2222,0.0,0.7778
9464,0.2692,0.0,0.7308
12855,0.2131,0.0,0.7869
10754,0.0,0.0,1.0
4051,0.0,1.0,0.0
2679,0.5,0.0,0.5
3431,0.0,0.4286,0.5714
12499,0.0,0.0,1.0
1068,0.3377,0.3046,0.3576
8228,0.1818,0.0,0.8182
144,0.3333,0.0,0.6667
12670,0.0,1.0,0.0
3236,0.2381,0.0,0.7619
6798,1.0,0.0,0.0
11173,0.3333,0.1667,0.5
11164,0.5,0.25,0.25
7169,1.0,0.0,0.0
9918,0.0,0.0,1.0
7347,0.5294,0.3529,0.1176
115,0.3333,0.0,0.6667
9405,0.0,0.75,0.25
12538,0.0,0.5,0.5
8140,0.374,0.3171,0.3089
11424,0.3333,0.3333,0.3333
8047,0.3333,0.3333,0.3333
7704,0.5,0.5,0.0
7170,0.3333,0.3333,0.3333
9129,0.3333,0.0,0.6667
7262,0.25,0.75,0.0
2346,0.1429,0.0,0.8571
10983,0.0,0.0,1.0
10956,0.1346,0.0,0.8654
7797,0.0,1.0,0.0
6427,0.0,1.0,0.0
10182,0.4,0.0,0.6
9922,0.5,0.1667,0.3333
13516,0.0,0.0,1.0
11742,0.2333,0.0,0.7667
8073,0.3333,0.6667,0.0
5568,0.3333,0.0,0.6667
3222,0.3243,0.3243,0.3514
11685,0.1905,0.4762,0.3333
6411,0.3571,0.3571,0.2857
5115,0.0,1.0,0.0
7924,0.85,0.15,0.0
3332,0.2131,0.0,0.7869
2356,0.1111,0.0,0.8889
3887,0.5,0.1667,0.3333
2523,0.2,0.6,0.2
471,0.0,1.0,0.0
3142,0.5,0.0,0.5
7484,0.1111,0.3333,0.5556
5397,1.0,0.0,0.0
9362,0.0845,0.8028,0.1127
12511,1.0,0.0,0.0
4172,0.15,0.0,0.85
1564,0.0,1.0,0.0
6802,1.0,0.0,0.0
4008,0.5,0.0,0.5
13333,0.25,0.5,0.25
13928,0.0,0.0,1.0
5442,0.0,0.0,1.0
7608,0.5,0.0,0.5
1708,0.2857,0.0,0.7143
58,0.5,0.5,0.0
1755,0.0,0.0,1.0
13241,0.4211,0.0,0.5789
6226,0.5,0.0,0.5
929,0.0,0.6667,0.3333
12556,0.4,0.6,0.0
10069,0.2857,0.0,0.7143
12995,0.5,0.5,0.0
9776,0.329,0.2318,0.4393
4398,0.1058,0.2212,0.6731
8147,0.0,0.0,1.0
4507,0.0769,0.0,0.9231
2608,0.5,0.0,0.5
9365,0.0,1.0,0.0
11959,0.0,0.0,1.0
9757,0.1429,0.4,0.4571
1122,0.2573,0.0,0.7427
11465,0.0,1.0,0.0
751,0.0,0.0,1.0
5278,0.0,1.0,0.0
8067,0.0,0.587,0.413
1129,0.4444,0.3333,0.2222
6630,0.5,0.0,0.5
9704,0.0,0.6667,0.3333
616,0.5,0.3333,0.1667
7632,0.2128,0.0,0.7872
4807,0.1765,0.0,0.8235
9294,0.0,0.0,1.0
3253,0.3333,0.1667,0.5
11015,0.4167,0.25,0.3333
11233,1.0,0.0,0.0
10301,0.6,0.0,0.4
9753,0.1429,0.7143,0.1429
1146,0.0,0.0,1.0
2501,0.0,0.0,1.0
10175,0.0,0.0,1.0
1560,0.2828,0.0,0.7172
4081,0.0,1.0,0.0
1763,0.0,0.5,0.5
2985,0.0,0.0,1.0
13811,0.3333,0.3333,0.3333
11406,0.3333,0.6667,0.0
1268,0.0,1.0,0.0
3589,0.5,0.5,0.0
6187,0.0,0.0,1.0
33,0.125,0.5,0.375
10050,0.3226,0.2258,0.4516
3557,0.5,0.0,0.5
7518,0.0,0.0,1.0
6674,0.5,0.0,0.5
8698,0.6,0.4,0.0
4091,0.0,0.5,0.5
4727,0.3993,0.291,0.3097
8192,0.3895,0.2421,0.3684
4927,0.274,0.0,0.726
3965,0.3333,0.2222,0.4444
3735,0.5,0.0,0.5
8561,0.1692,0.0,0.8308
12540,0.0,0.6667,0.3333
592,0.0,1.0,0.0
5330,0.4,0.2,0.4
7751,0.4352,0.2418,0.3231
12845,0.3,0.2,0.5
1923,0.0,0.0,1.0
8517,0.375,0.25,0.375
8618,0.3293,0.2805,0.3902
2771,0.0,0.5,0.5
3394,0.186,0.0,0.814
9831,0.25,0.25,0.5
3188,0.125,0.375,0.5
12436,1.0,0.0,0.0
6302,0.3617,0.2766,0.3617
7586,1.0,0.0,0.0
11994,0.0,0.0,1.0
13715,0.377,0.0,0.623
9854,0.0,0.0,1.0
8452,0.125,0.0,0.875
7036,0.0,1.0,0.0
10024,0.3333,0.1667,0.5
13894,0.2,0.6,0.2
6215,1.0,0.0,0.0
5033,0.5,0.5,0.0
7571,0.1084,0.0,0.8916
10640,0.2,0.1,0.7
7454,0.0,0.0,1.0
6519,0.2609,0.5217,0.2174
9885,0.0,0.0,1.0
4448,0.0,0.4286,0.5714
12550,0.2982,0.0,0.7018
2133,1.0,0.0,0.0
13663,0.25,0.0,0.75
7430,0.4762,0.119,0.4048
11059,0.2727,0.4091,0.3182
13858,0.1429,0.0,0.8571
1217,0.2222,0.4444,0.3333
7144,1.0,0.0,0.0
11166,0.1667,0.1667,0.6667
1531,0.2028,0.0,0.7972
13915,0.0,0.3333,0.6667
13616,0.2821,0.3846,0.3333
5962,0.6667,0.0,0.3333
6174,0.5,0.0,0.5
10686,0.0,0.0,1.0
5954,0.0,0.0,1.0
8395,0.0,0.3333,0.6667
1789,0.3077,0.1538,0.5385
8766,0.3333,0.6667,0.0
10496,0.4286,0.4286,0.1429
13412,0.8,0.0,0.2
4283,0.0741,0.4815,0.4444
11560,1.0,0.0,0.0
811,0.5,0.25,0.25
5509,0.4,0.4,0.2
12341,0.0,0.5,0.5
6030,0.0,0.0,1.0
6414,0.0,0.0,1.0
7604,0.0,0.0,1.0
1289,0.25,0.375,0.375
11532,0.25,0.0,0.75
8063,0.0,1.0,0.0
7042,0.125,0.0,0.875
11188,0.0,0.5,0.5
7088,0.3243,0.4054,0.2703
10535,0.0,0.5,0.5
9085,0.0,0.7273,0.2727
12375,0.48,0.32,0.2
6587,0.9167,0.0833,0.0
9860,0.2055,0.0,0.7945
3123,0.25,0.375,0.375
12644,0.0,0.0,1.0
2418,0.3066,0.3962,0.2972
4553,0.0,0.1429,0.8571
12625,0.3,0.2,0.5
9996,0.3333,0.3333,0.3333
6590,0.5,0.0,0.5
13918,0.5,0.5,0.0
7314,0.75,0.25,0.0
6193,0.0667,0.3333,0.6
6138,0.0,1.0,0.0
5981,0.25,0.75,0.0
11951,0.3195,0.2324,0.4481
9481,0.2358,0.2547,0.5094
12726,0.25,0.5,0.25
9482,1.0,0.0,0.0
7665,0.1429,0.5,0.3571
346,1.0,0.0,0.0
2881,1.0,0.0,0.0
7294,1.0,0.0,0.0
5302,1.0,0.0,0.0
4134,0.1667,0.5,0.3333
10503,0.6667,0.25,0.0833
13830,0.1333,0.5333,0.3333
9040,0.0,0.0,1.0
7744,0.2857,0.0,0.7143
4749,0.8,0.2,0.0
3986,0.6667,0.3333,0.0
12751,0.3333,0.3333,0.3333
8848,0.0,0.0,1.0
5301,0.1,0.0,0.9
2663,1.0,0.0,0.0
10446,0.6667,0.3333,0.0
1015,0.5,0.3929,0.1071
11363,0.0,0.75,0.25
